stop_id,title,latitude,longitude,routes
1,Naukova St,49.805314,23.98238,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
4,Shchyretska St,49.80936,23.982789,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
5,Shchyretska St,49.809631,23.982508,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
6,Sknylivok,49.813901,23.98524,"[{'name': '22', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}]"
7,Sknylivok,49.813349,23.984515,"[{'name': '22', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}]"
8,Kulparkiv,49.819351,23.987794,"[{'name': '22', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}]"
9,Kulparkiv,49.818542,23.987784,"[{'name': '22', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}]"
10,Antonovycha St,49.825558,23.990446,"[{'name': '22', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}]"
11,Maksyma Zalizniaka St,49.829853,23.998147,"[{'name': '22', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}]"
12,Stepana Bandery St,49.83448,24.006872,"[{'name': '22', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}]"
14,Ustyianovycha St,49.836353,24.015867,"[{'name': '22', 'transport_type': 'trol'}, {'name': '27', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}]"
15,Universytet,49.839847,24.022346,"[{'name': '22', 'transport_type': 'trol'}, {'name': '27', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}]"
16,Stepana Bandery St,49.835639,24.005912,"[{'name': '22', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}]"
17,Lypneva Square,49.833426,24.001364,"[{'name': '22', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}]"
18,Smal-Stotskoho St,49.830632,23.995478,"[{'name': '22', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}]"
19,Kopystynskoho St,49.829166,23.992228,"[{'name': '22', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}]"
361,Avtovokzal,49.787322,24.017053,"[{'name': '22', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
362,Mykhaila Maksymovycha St,49.791455,24.015457,"[{'name': '22', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
363,Mykhaila Maksymovycha St,49.792499,24.016159,"[{'name': '22', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
364,Skoryny St,49.797994,24.017358,"[{'name': '22', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
365,Skoryny St,49.797798,24.016798,"[{'name': '22', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
366,Stryiska St - Naukova St,49.80141,24.017573,"[{'name': '22', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
367,Stryiska St - Naukova St,49.802592,24.01837,"[{'name': '23', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
368,Bodnarivka,49.805299,24.018253,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}]"
369,Bodnarivka,49.805502,24.017763,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}]"
370,Troleibusne depo,49.807916,24.007713,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}]"
371,Troleibusne depo,49.80753,24.007343,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}]"
372,Volodymyra Velykoho St,49.81045,24.001256,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}]"
373,Okean Univermah,49.810513,23.998134,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
374,Okean Univermah,49.810881,23.996782,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
375,Kurovtsia St,49.811158,23.991672,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
376,Kurovtsia St,49.811496,23.990289,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
377,Sknylivok,49.812325,23.982136,"[{'name': '23', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
378,Sknylivok,49.8121,23.982124,"[{'name': '23', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
379,Sknylivskyi Park,49.816687,23.972498,"[{'name': '23', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
380,Sknylivskyi Park,49.817348,23.971471,"[{'name': '23', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
381,Liubinska-Vyhovskoho St,49.820014,23.969394,"[{'name': '23', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
382,Liubinska-Vyhovskoho St,49.81963,23.970019,"[{'name': '23', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
384,Zaliznychna raiadministratsiia,49.822789,23.965335,"[{'name': '23', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
385,Zaliznychna raiadministratsiia,49.822563,23.965689,"[{'name': '23', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
386,Lorta,49.82405,23.955696,"[{'name': '23', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
387,Lorta,49.824302,23.956087,"[{'name': '23', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
388,Riashivska St,49.82697,23.954443,"[{'name': '23', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
389,Riashivska St,49.826836,23.955012,"[{'name': '23', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
571,Volodymyra Velykoho St,49.809971,24.004592,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}]"
572,Avtobusnyi Zavod,49.808476,24.01937,"[{'name': '25', 'transport_type': 'trol'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
573,Avtobusnyi Zavod,49.807843,24.018988,"[{'name': '25', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
574,Podatkova,49.815135,24.020076,"[{'name': '25', 'transport_type': 'trol'}, {'name': '57', 'transport_type': 'marshrutka'}]"
575,Podatkova,49.814954,24.019663,"[{'name': '25', 'transport_type': 'trol'}, {'name': '57', 'transport_type': 'marshrutka'}]"
576,Dytiacha zaliznytsia,49.820243,24.020444,"[{'name': '25', 'transport_type': 'trol'}, {'name': '57', 'transport_type': 'marshrutka'}]"
577,Dytiacha zaliznytsia,49.820512,24.020205,"[{'name': '25', 'transport_type': 'trol'}, {'name': '57', 'transport_type': 'marshrutka'}]"
578,Akademiia sukhoputnykh viisk,49.824165,24.020619,"[{'name': '25', 'transport_type': 'trol'}, {'name': '57', 'transport_type': 'marshrutka'}]"
579,Akademiia sukhoputnykh viisk,49.82516,24.022979,"[{'name': '25', 'transport_type': 'trol'}, {'name': '57', 'transport_type': 'marshrutka'}]"
580,Stryiskyi Rynok,49.829432,24.032263,"[{'name': '25', 'transport_type': 'trol'}, {'name': '57', 'transport_type': 'marshrutka'}]"
581,Stryiskyi Rynok,49.829826,24.03248,"[{'name': '25', 'transport_type': 'trol'}, {'name': '57', 'transport_type': 'marshrutka'}]"
583,Shota Rustaveli St,49.833561,24.035197,"[{'name': '24', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '57', 'transport_type': 'marshrutka'}]"
816,Aviatsiina St,49.824782,23.939415,"[{'name': '27', 'transport_type': 'trol'}, {'name': '27', 'transport_type': 'marshrutka'}]"
817,Kakhovska St,49.826896,23.946466,"[{'name': '27', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
818,Kakhovska St,49.826998,23.949203,"[{'name': '27', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
819,Vilkhova St,49.828789,23.957198,"[{'name': '27', 'transport_type': 'trol'}]"
820,Vilkhova St,49.828773,23.95837,"[{'name': '27', 'transport_type': 'trol'}]"
821,Patona St,49.823219,23.960576,"[{'name': '23', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
822,Patona St,49.822972,23.961421,"[{'name': '23', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
823,Vivsiana St,49.829832,23.962934,"[{'name': '27', 'transport_type': 'trol'}]"
824,Vivsiana St,49.82987,23.964615,"[{'name': '27', 'transport_type': 'trol'}]"
825,Motozavod,49.830554,23.966986,"[{'name': '27', 'transport_type': 'trol'}]"
826,Motozavod,49.830612,23.969142,"[{'name': '27', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
827,Bohdanivka,49.832549,23.978527,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'marshrutka'}]"
828,Bohdanivka,49.832481,23.979159,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'marshrutka'}]"
829,Narodna St,49.833426,23.984559,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
830,Narodna St,49.83377,23.985236,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
831,Skrynia Mall,49.835323,23.994918,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
832,Skrynia Mall,49.835601,23.99472,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
835,Kropyvnytskoho Square,49.836441,24.00563,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}]"
981,Liubinska-Vyhovskoho St,49.820834,23.96982,"[{'name': '30', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
982,Karadzhycha St,49.822639,23.974496,"[{'name': '30', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
983,Karadzhycha St,49.822225,23.97283,"[{'name': '30', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
984,Budynok Mebliv,49.823981,23.976722,"[{'name': '30', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
985,Budynok Mebliv,49.824895,23.97912,"[{'name': '30', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
1428,Lvivvodokanal,49.83079,24.043196,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1429,Vodohinna St,49.826291,24.0435,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1431,Kerchenska St,49.823897,24.051637,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1432,Kerchenska St,49.823476,24.052248,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1433,Lypova aleia St,49.822357,24.054464,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1434,Dnisterska St,49.81765,24.059988,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '37', 'transport_type': 'marshrutka'}]"
1435,Dnisterska St,49.817752,24.0594,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
1436,Buzkova St,49.81364,24.060428,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
1437,Buzkova St,49.813625,24.060068,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
1438,Bus Station #5,49.807631,24.061363,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
1439,DBK,49.806079,24.062312,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
1440,Zubrivska St,49.801524,24.065898,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
1442,Sykhivska St,49.798152,24.071752,"[{'name': '31', 'transport_type': 'trol'}]"
1443,Sykhivska St,49.796938,24.072373,"[{'name': '31', 'transport_type': 'trol'}]"
1444,Vuletska St,49.795703,24.073612,"[{'name': '31', 'transport_type': 'trol'}]"
1445,Sykhiv Station,49.787412,24.075093,"[{'name': '31', 'transport_type': 'trol'}]"
1448,Sykhiv Station,49.786114,24.076405,"[{'name': '31', 'transport_type': 'trol'}]"
1630,Siaivo St,49.836808,23.976745,"[{'name': '32', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1631,Siaivo St,49.837616,23.977326,"[{'name': '32', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1632,Shyroka St,49.842169,23.978949,"[{'name': '32', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1633,Shyroka St,49.842827,23.978782,"[{'name': '32', 'transport_type': 'trol'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1634,Nyzynna St,49.842055,23.973491,"[{'name': '32', 'transport_type': 'trol'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1635,Nyzynna St,49.842238,23.971707,"[{'name': '32', 'transport_type': 'trol'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1636,Hnizdovskoho St,49.841714,23.968567,"[{'name': '32', 'transport_type': 'trol'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1637,Hnizdovskoho St,49.842208,23.967849,"[{'name': '32', 'transport_type': 'trol'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1638,Poliklinika #3,49.84455,23.966601,"[{'name': '32', 'transport_type': 'trol'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1639,Poliklinika #3,49.845577,23.966919,"[{'name': '32', 'transport_type': 'trol'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1640,Subotivska St,49.847682,23.96536,"[{'name': '32', 'transport_type': 'trol'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
1869,Palats kultury im. Hnata Khotkevycha,49.851199,24.024429,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
1871,Khimichna St,49.854494,24.022954,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
1872,Khimichna St,49.854259,24.022706,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
